time_s,r=0.0cm,r=0.1cm,r=0.2cm,r=0.3cm,r=0.4cm,r=0.5cm,r=0.6cm,r=0.7cm,r=0.8cm,r=0.9cm,r=1.0cm,r=1.1cm,r=1.2cm,r=1.3cm,r=1.4cm,r=1.5cm,r=1.6cm,r=1.7cm,r=1.8cm,r=1.9cm,surface,radius_cm
109440,0.223520869951,0.222870626915,0.220913610658,0.217629878672,0.212982289416,0.206909411720,0.199312384464,0.190030003778,0.178787779662,0.165079717762,0.147831981176,0.124008981565,0.062740411042,,,,,,,,0.059167832100,1.201000000000
109500,0.223406370786,0.222756661822,0.220801247649,0.217520185905,0.212876337187,0.206808277878,0.199217166051,0.189941840300,0.178707899747,0.165009539186,0.147773359811,0.123965060477,0.062726115584,,,,,,,,0.059154702623,1.201000000000
109560,0.223292044348,0.222642868523,0.220689053644,0.217410657504,0.212770542862,0.206707293677,0.199122087234,0.189853804584,0.178628133917,0.164939459000,0.147714818639,0.123921197427,0.062711846356,,,,,,,,0.059141601368,1.201000000000
109620,0.223177890251,0.222529246636,0.220577028265,0.217301293103,0.212664906093,0.206606458789,0.199027147707,0.189765896354,0.178548481928,0.164869476994,0.147656357494,0.123877392299,0.062697603288,,,,,,,,0.059128528259,1.201000000000
109680,0.223063908111,0.222415795777,0.220465171136,0.217192092339,0.212559426530,0.206505772886,0.198932347167,0.189678115333,0.178468943537,0.164799592962,0.147597976210,0.123833644976,0.062683386313,,,,,,,,0.059115483217,1.201000000000
109740,0.222950097545,0.222302515567,0.220353481885,0.217083054848,0.212454103826,0.206405235639,0.198837685311,0.189590461247,0.178389518499,0.164729806696,0.147539674621,0.123789955342,0.062669195364,,,,,,,,0.059102466166,1.201000000000
109800,0.222836458170,0.222189405625,0.220241960138,0.216974180270,0.212348937636,0.206304846723,0.198743161835,0.189502933820,0.178310206573,0.164660117989,0.147481452561,0.123746323282,0.062655030372,,,,,,,,0.059089477028,1.201000000000
109860,0.222722989605,0.222076465573,0.220130605522,0.216865468242,0.212243927613,0.206204605812,0.198648776439,0.189415532780,0.178231007516,0.164590526636,0.147423309865,0.123702748679,0.062640891271,,,,,,,,0.059076515726,1.201000000000
109920,0.222609691472,0.221963695033,0.220019417668,0.216756918406,0.212139073415,0.206104512583,0.198554528822,0.189328257854,0.178151921088,0.164521032431,0.147365246369,0.123659231418,0.062626777993,,,,,,,,0.059063582184,1.201000000000
109980,0.222496563389,0.221851093628,0.219908396204,0.216648530403,0.212034374697,0.206004566710,0.198460418685,0.189241108769,0.178072947048,0.164451635169,0.147307261909,0.123615771383,0.062612690471,,,,,,,,0.059050676325,1.201000000000
